链家编号,标题,小区名称,小区纬度,小区经度,邻近地铁站,所属街道,所属区域,总价,地铁线路,每平方售价,建造时间,室数,厅数,厨数,卫数,所在楼层,楼层总数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯数,户数,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,url,别墅类型,抵押信息
107102506784,南北大一房 中环内价格低 车位宽松 一楼 诚意卖,金鑫花园(公寓),31.284139,121.41005,暂无信息,大华,宝山,300,暂无信息,48741,2005,1,1,1,1,低楼层,6,61.55,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一,两,无,2020-05-09,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102506784.html,,
107102508651,高区景观房、总价低、精装修、业主诚意出售,地杰国际城E欧泊时光,31.163537,121.582676,御桥站,御桥,浦东,520,11,65773,2007,1,2,1,1,高楼层,26,79.06,平层,暂无数据,板楼,南 北,钢混结构,精装,两,五,有,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102508651.html,,
107102509359,满五唯一满五唯一+近地铁4号线+近黄浦江滨江...,宁阳小区,31.217859,121.522468,塘桥站,塘桥,浦东,218,4,57979,1996,1,1,1,1,高楼层,6,37.6,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-05-10,商品房,2010-07-21,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102509359.html,,
107102509677,塘泾北苑电梯大一房业主诚心出售,塘泾北苑,31.050424,121.451212,暂无信息,吴泾,闵行,265,暂无信息,40770,2015,1,1,1,1,中楼层,13,65,平层,暂无数据,板楼,南,钢混结构,毛坯,一,三,有,2020-05-10,动迁安置房,2020-05-10,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102509677.html,,
107102510120,丨双阳台丨一梯两户丨户型好丨诚意出售丨看房找我丨,万宇阳光苑,31.067638,121.321746,暂无信息,新桥,松江,247,暂无信息,29656,2009,2,2,1,1,中楼层,18,83.29,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102510120.html,,
107102512013,内环内，4号线，南北通一室户，业主诚售,龙阳小区,31.205121,121.524167,塘桥站,塘桥,浦东,268,4,60689,1990,1,1,1,1,高楼层,6,44.16,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102512013.html,,
107102512604,满五唯一 品质小区 视野宽阔 采光充足 配套齐全,保利叶上海(一期),31.352619,121.364191,暂无信息,顾村,宝山,360,暂无信息,44032,未知,2,2,1,1,中楼层,24,81.76,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-10,商品房,2013-01-22,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102512604.html,,
107102514130,番南小区经典一室户，楼层好，视野无遮挡，采光好,番南小区,31.198532,121.432109,虹桥路站,徐家汇,徐汇,405,3,115682,1994,1,1,1,1,中楼层,7,35.01,平层,暂无数据,板楼,南,砖混结构,精装,一,五,无,2020-05-11,商品房,2000-04-01,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102514130.html,,
107102514836,东边套全明户型，南北俩房通风性好，精装修一年,殷行一、二村,31.333043,121.548882,暂无信息,中原,杨浦,270,暂无信息,52174,1981,2,1,1,1,低楼层,6,51.75,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-05-11,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102514836.html,,
107102515280,小区环境整洁，户型方正，位置好，精装修，看房方便,华东花苑,31.154624,121.44179,上海南站站,上海南站,徐汇,439,1,60762,1996,2,1,1,1,低楼层,7,72.25,平层,暂无数据,板楼,南,钢混结构,精装,一,两,无,2020-05-11,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102515280.html,,
107102515885,内环内 地铁口 精装修  南北通透 满五唯一 楼层好,凤城六村,31.289643,121.523684,暂无信息,控江路,杨浦,316,暂无信息,68951,1995,1,1,1,1,中楼层,6,45.83,平层,暂无数据,板楼,南 北,砖混结构,精装,一,三,无,2020-05-11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102515885.html,,
107102518012,次顶楼 采光棒 户型正气 位置安静 满五年唯一,佳信花苑,31.187863,121.371537,龙柏新村站,龙柏,闵行,429,10,56426,1995,2,1,1,1,高楼层,6,76.03,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-05-11,商品房,2013-05-10,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102518012.html,,
107102523168,【双南户型】【户型正气】【中低楼层出行方便】,翔殷三村,31.3157,121.546326,翔殷路站,中原,杨浦,378,8,58870,1999,2,1,0,1,低楼层,6,64.21,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102523168.html,,
107102526727,精装  精装修，满五唯一，拎包入住,大华一村,31.27971,121.428283,大华三路站,大华,宝山,243,7,52382,1993,1,1,1,1,高楼层,6,46.39,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102526727.html,,
107102526972,梅莲苑 1室1厅 386万,梅莲苑,31.165105,121.409408,虹梅路站,古美,闵行,386,12,64940,1998,1,1,1,1,中楼层,6,59.44,平层,暂无数据,板楼,南,砖混结构,其他,一,两,无,2020-05-14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102526972.html,,
107102528360,动迁免/增 免个/税 好楼层 小区好位置 业主诚意卖,高兴花园,31.119619,121.414498,暂无信息,春申,闵行,328,暂无信息,68749,1996,1,1,1,1,中楼层,6,47.71,平层,暂无数据,板楼,南,砖混结构,其他,一,四,无,2020-05-14,商品房,2009-03-10,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102528360.html,,
107102528398,满五年唯一低楼层 近地铁 业主诚心出售,康平小区,31.318477,121.456602,共康路站,彭浦,静安,215,1,49031,1987,1,1,1,1,低楼层,6,43.85,平层,暂无数据,板楼,南,砖混结构,简装,一,六,无,2020-05-14,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102528398.html,,
107102528986,曲阳标杆小区，全明户型，税费少,西南小区,31.283589,121.494628,新闸路站,曲阳,虹口,326,1,66845,1982,2,1,1,1,高楼层,6,48.77,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-14,商品房,2001-08-20,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102528986.html,,
107102529998,视野好  高楼层   厅南北通  近上海之鱼,南郊御墅,30.932138,121.486033,望园路站,南桥,奉贤,270,5,41115,2011,1,2,1,1,高楼层,18,65.67,平层,暂无数据,塔楼,南,钢混结构,简装,两,八,有,2020-05-14,商品房,2018-11-24,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102529998.html,,
107102530285,楼层佳4楼采光好 俩房朝南 全明户型南北通,玉兰三村,31.305495,121.166723,暂无信息,安亭,嘉定,198,暂无信息,24906,1996,2,1,1,1,中楼层,6,79.5,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102530285.html,,
107102531341,满五唯一世纪少有92平户型  带储藏室长租车位,世纪新城,31.047513,121.210919,暂无信息,松江新城,松江,325,暂无信息,35454,2003,2,2,1,1,中楼层,5,91.67,平层,暂无数据,板楼,南,钢混结构,精装,一,两,无,2020-05-15,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102531341.html,,
107102533821,百晨小区，街区隔壁，中间楼层 精装两房,百晨小区,31.203834,121.707652,暂无信息,川沙,浦东,210,暂无信息,26643,2001,2,1,1,1,中楼层,5,78.82,平层,暂无数据,板楼,南,钢混结构,精装,一,两,无,2020-05-15,商品房,2002-05-16,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102533821.html,,
107102533888,宁强小区 2室1厅 400万,宁强小区,31.227007,121.418437,中山公园站,中山公园,长宁,400,2,74739,1986,2,1,0,1,中楼层,6,53.52,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-05-15,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102533888.html,,
107102534603,宜达新居 2室2厅 242万,宜达新居,31.169113,121.155589,汇金路站,夏阳,青浦,242,17,35098,2006,2,2,1,1,低楼层,6,68.95,平层,暂无数据,板楼,南,砖混结构,精装,二十,两,有,2020-05-15,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102534603.html,,
107102535270,中楼层，边套全明，  南北两房，采光好，通风好！,市京一村,31.325601,121.53012,市光路站,中原,杨浦,398,8,54298,1997,2,1,1,1,低楼层,7,73.3,平层,暂无数据,板楼,南,砖混结构,简装,一,三,无,2020-05-15,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102535270.html,,
107102538573,桃浦六村 小户型 总价低 楼层好 诚意出售,桃浦六村绿春苑,31.291143,121.361699,桃浦新村站,桃浦,普陀,165,11,39588,1993,1,0,1,1,低楼层,6,41.68,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-16,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102538573.html,,
107102539657,双南两房，全明户型，多层四楼，一梯一户,雪野二村,31.187161,121.504486,云台路站,世博,浦东,468,7,67562,1987,2,1,1,1,中楼层,7,69.27,平层,暂无数据,板楼,南,砖混结构,简装,一,三,无,2020-05-16,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102539657.html,,
107102540159,2015年次新房 一改二精装 全面南采光好 税费各付,华川家园,31.188409,121.720691,暂无信息,川沙,浦东,205,暂无信息,36406,2015,2,1,1,1,低楼层,15,56.31,平层,暂无数据,板楼,南,钢混结构,精装,一,四,暂无数据,2020-05-16,商品房,2019-07-31,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102540159.html,,
107102545738,电梯双南两房，小区中间位置，20万精装修，双轨交汇,济阳二村,31.177041,121.488232,长清路站,世博,浦东,365,7,54772,1993,2,1,1,1,低楼层,18,66.64,平层,暂无数据,塔楼,南,钢混结构,精装,两,八,有,2020-05-17,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102545738.html,,
107102545800,太浜巷精装一房一厅，房东诚意出售,太浜巷小区,31.255205,121.432717,暂无信息,光新,普陀,225,暂无信息,59336,1990,1,1,0,1,高楼层,6,37.92,平层,暂无数据,板楼,南,砖混结构,简装,一,三,无,2020-05-17,商品房,2012-03-12,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102545800.html,,
107102546590,临沂五村满五唯一，全明南北通户型,临沂五村,31.196585,121.516983,高科西路站,南码头,浦东,255,6,49650,1990,2,0,1,1,高楼层,6,51.36,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-18,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102546590.html,,
107101739961,古宋小区，精装修两房，户型正气，得房率很高,古宋小区,31.216839,121.395782,威宁路站,仙霞,长宁,345,2,74984,1987,2,1,1,1,高楼层,6,46.01,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2019-09-10,商品房,2015-02-10,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101739961.html,,
107101776195,馨宁公寓 边套全明，南北两室一厅 中楼层,馨宁公寓,31.134747,121.454058,暂无信息,华泾,徐汇,375,暂无信息,60769,2011,2,1,1,1,中楼层,29,61.71,平层,暂无数据,塔楼,南,钢混结构,简装,四,十,有,2019-09-21,动迁安置房,2016-09-01,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107101776195.html,,
107101849592,内环内滨江板块 电梯小高层  业主诚意出售,广杭苑,31.263955,121.542566,暂无信息,东外滩,杨浦,738,暂无信息,67416,2003,2,2,1,1,低楼层,10,109.47,平层,暂无数据,板楼,南,钢混结构,简装,一,两,有,2019-10-13,商品房,2004-02-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101849592.html,,
107101921839,房子在北门口 出行方便 满五税费少 看房方便,城中花园,31.137475,121.583477,暂无信息,康桥,浦东,410,暂无信息,38552,2006,3,2,1,1,低楼层,12,106.35,平层,暂无数据,板楼,南,钢混结构,简装,一,两,有,2019-10-28,商品房,2008-12-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101921839.html,,
107101996862,此房南北格局，高楼层，采光充足，配套齐全，生活便利,三花现代城(一期丹桂苑),31.322459,121.482256,暂无信息,高境,宝山,539,暂无信息,60366,2010,2,2,1,1,高楼层,14,89.29,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2019-11-20,商品房,2010-05-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101996862.html,,
107102007950,季景铭郡精装带地暖两房视野好诚心出售看房方便,季景铭郡,31.289442,121.325892,暂无信息,南翔,嘉定,390,暂无信息,48514,2015,2,1,1,1,高楼层,21,80.39,平层,暂无数据,板楼,西,钢混结构,精装,两,三,有,2019-11-23,商品房,2017-09-12,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102007950.html,,
107102043766,此房动迁房满五年， 南北通 距离13号线金运路地铁站,金鹤新城城杰苑,31.252127,121.314809,暂无信息,江桥,嘉定,288,暂无信息,39801,2008,2,2,1,1,低楼层,6,72.36,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一,两,无,2019-12-05,动迁安置房,2009-07-14,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102043766.html,,
107102096805,满五唯一 中海品质商品房 装修保养好业主诚意出售,中海御景熙岸(公寓),31.1355,121.536112,暂无信息,三林,浦东,465,暂无信息,52596,2011,3,2,1,1,高楼层,18,88.41,平层,暂无数据,板楼,东 南,钢混结构,精装,两,四,有,2019-12-22,商品房,2014-01-03,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102096805.html,,
107102121632,普通住宅税费少 阳光充足视野开阔 小区中间位置！,君莲幸福苑,31.086608,121.417369,暂无信息,颛桥,闵行,251,暂无信息,42768,未知,2,1,1,1,中楼层,17,58.69,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2019-12-31,动迁安置房,2014-12-31,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102121632.html,,
107102174860,商品房+到价可签+近地铁13号线+楼层好,黄浦花园,31.187719,121.636575,张江路站,张江,浦东,398,13,39181,1995,3,1,1,1,中楼层,6,101.58,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-02-06,商品房,2009-07-03,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102174860.html,,
107102200093,小区中间位置，正看花园，一梯一户刷卡入户,中信君廷,31.186734,121.459562,龙华中路站,龙华,徐汇,1999,7,129043,未知,3,2,1,2,低楼层,21,154.91,平层,125.47㎡,板楼,南 北,钢混结构,精装,两,两,有,2020-02-28,商品房,2017-06-07,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102200093.html,,
107102210038,简美式装修 距地铁站860米 配套齐全 诚心出售,丰庄十二街坊,31.255101,121.363355,丰庄站,丰庄,嘉定,235,13,43950,1997,2,1,1,1,高楼层,6,53.47,平层,53.47㎡,板楼,南 北,砖混结构,精装,一,四,无,2020-03-02,商品房,2016-09-21,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102210038.html,,
107102211034,精装修品质两房+近地铁站10/11号线+市政府花园小区,申新花苑,31.208864,121.437338,交通大学站,新华路,长宁,699,10,78197,1997,2,2,1,1,中楼层,19,89.39,平层,暂无数据,板楼,西南,钢混结构,精装,两,四,有,2020-03-03,商品房,2005-04-01,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102211034.html,,
107102227179,保利金色唐城新上边套两房，中间位置采光好，精装修,保利金色唐城,31.210343,121.664471,暂无信息,唐镇,浦东,418,暂无信息,49345,2008,2,1,1,1,低楼层,6,84.71,平层,暂无数据,板楼,南,钢混结构,精装,一,两,无,2020-03-08,商品房,2013-08-03,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102227179.html,,
107102265146,刚需一房楼层高户型好，采光好，楼层敞亮,天和湖滨家园(公寓),31.187682,121.760064,暂无信息,川沙,浦东,228,暂无信息,30933,2010,1,2,1,1,中楼层,12,73.71,平层,暂无数据,板楼,南,钢混结构,精装,一,四,有,2020-03-18,商品房,2014-04-21,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102265146.html,,
107102286143,诚意出售+满五唯一+看房方便+户型方正+价格可谈,浣纱六村,31.30385,121.540215,黄兴公园站,黄兴公园,杨浦,435,8,56612,1996,2,1,1,1,低楼层,7,76.84,平层,暂无数据,板楼,南,钢混结构,简装,一,四,无,2020-03-23,商品房,2003-11-18,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102286143.html,,
107102370490,大虹桥+板块 近14号线地铁精装修可拎包入住,丽江佳苑,31.275322,121.344238,暂无信息,江桥,嘉定,234,暂无信息,38456,2011,1,1,1,1,中楼层,10,60.85,平层,暂无数据,板楼,南,钢混结构,精装,一,三,有,2020-04-10,动迁安置房,2015-02-09,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102370490.html,,
107102429428,自住装修带地暖，南北通户型，小区位置好，业主诚售,浦江世博家园十五街坊,31.077381,121.508596,联航路站,浦江,闵行,350,8,44070,2006,2,2,1,1,低楼层,11,79.42,平层,暂无数据,板楼,南 北,钢混结构,精装,一,三,有,2020-04-23,动迁安置房,2015-12-25,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102429428.html,,
107102473569,全南 高区一房，视野开阔，精装修拎包入住,中环一号(二期),31.293052,121.405155,暂无信息,大华,宝山,340,暂无信息,65498,2012,1,1,1,1,高楼层,18,51.91,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-02,商品房,2018-04-12,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102473569.html,,
107000174851,住在森林-世茂09年水晶宫，精装大两房带车位诚意出售,世茂滨江花园,31.228284,121.520469,暂无信息,陆家嘴,浦东,1670,暂无信息,91183,未知,2,2,1,2,低楼层,41,183.15,平层,暂无数据,板楼,西,钢混结构,精装,三,四,有,2016-12-10,商品房,2014-03-13,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107000174851.html,,
107101012808,采光充足，中间位置，业主诚意出售，,芙二小区,31.213605,121.400673,水城路站,仙霞,长宁,183,10,49648,1990,1,1,1,1,高楼层,6,36.86,平层,暂无数据,板楼,南,砖混结构,简装,一,三,无,2019-02-15,商品房,2004-09-24,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101012808.html,,
107101193518,九华丽苑，中层毛坯房，满两年，电梯房，随时看房,九华丽苑,30.931366,121.467497,环城东路站,南桥,奉贤,399,5,29477,2014,3,2,1,2,低楼层,16,135.36,平层,暂无数据,板楼,南,钢混结构,毛坯,一,两,有,2019-04-05,动迁安置房,2015-11-09,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101193518.html,,
107101206441,精装修，满两年，户型方正，诚意出售看房随时,御上海,31.057301,121.240974,松江大学城站,松江大学城,松江,273,9,43444,2009,1,1,1,1,低楼层,18,62.84,平层,暂无数据,板楼,南 北,钢混结构,精装,两,四,有,2019-04-09,商品房,2016-08-04,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101206441.html,,
107101214655,育秀三区 精装两房 位置好 价格低  采光充足,育秀三区,30.917012,121.474621,暂无信息,南桥,奉贤,110,暂无信息,25069,1995,2,1,1,1,高楼层,5,43.88,平层,43.88㎡,板楼,南,砖混结构,精装,一,三,无,2019-04-12,商品房,2014-02-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101214655.html,,
107101437622,93年标杆社区+整体舒适+中层+总价低+4轨交汇,汝南街小区,31.20823,121.49101,西藏南路站,五里桥,黄浦,308,4,81246,1993,1,0,0,1,中楼层,7,37.91,平层,暂无数据,板楼,北,钢混结构,精装,一,六,无,2019-06-16,商品房,1997-12-31,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101437622.html,,
107101619443,店长推荐：总价低+中间楼层采光好+双轨交通+税费少,潍坊五村,31.22605,121.529667,浦电路站,潍坊,浦东,255,4,71589,1983,1,0,1,1,中楼层,6,35.62,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2019-08-07,商品房,2003-03-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101619443.html,,
107101213173,售后公房 双南双天井 边套  亮厅 随时看房 看中可谈,绿园十二村,31.209366,121.365286,暂无信息,西郊,长宁,310,暂无信息,53504,1996,2,1,1,1,低楼层,6,57.94,平层,暂无数据,板楼,南,砖混结构,毛坯,一,两,无,2019-04-11,售后公房,2019-04-04,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107101213173.html,,
107102507811,电梯房单价低视野好，采光无遮挡，看房方便，诚心出售,长桥一村,31.143076,121.443523,暂无信息,长桥,徐汇,395,暂无信息,83954,1994,1,1,1,1,中楼层,17,47.05,平层,暂无数据,塔楼,南,钢混结构,简装,两,八,有,2020-05-09,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102507811.html,,
107102537942,世博上南板块近内环一房一厅 中间楼层 6/7/8/13四轨,上南七村,31.18035,121.509478,成山路站,世博,浦东,202,8,56425,1985,1,1,0,1,中楼层,6,35.8,平层,暂无数据,板楼,南,砖混结构,简装,一,五,无,2020-05-16,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102537942.html,,
107001542829,喜欢她，就给她一个家 适合情侣做婚房使用，,文苑小区(虹口),31.303542,121.472359,暂无信息,凉城,虹口,182,暂无信息,48072,1995,1,1,1,1,高楼层,6,37.86,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2017-04-03,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107001542829.html,,
107100933640,幸福公寓2010年婚房装修，卫生间干湿分离，楼层采光好,幸福公寓,31.278779,121.541701,宁国路站,周家嘴路,杨浦,216,12,56383,1994,1,1,1,1,高楼层,7,38.31,平层,暂无数据,板楼,南,钢混结构,简装,一,四,无,2019-01-02,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107100933640.html,,
107101473167,听说二期有增值税？业主说全额承担， 不香吗？,凯德新视界(二期),30.969391,121.817221,暂无信息,万祥镇,浦东,175,暂无信息,21737,未知,2,2,1,1,低楼层,9,80.51,平层,暂无数据,板楼,南,钢混结构,精装,两,一,有,2019-06-27,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107101473167.html,,
107101561624,满五年，中高区，采光好。地铁口电梯房，户型正气。,天山公寓,31.218069,121.399779,威宁路站,天山,长宁,588,2,60688,1999,2,2,1,1,中楼层,17,96.89,平层,暂无数据,塔楼,南,钢混结构,毛坯,两,七,有,2019-07-21,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107101561624.html,,
107101686777,满五唯一税费低，户型方正，采光通风效果好,泰宸苑,31.245577,121.371757,祁连山南路站,长征,普陀,470,13,53666,2001,2,2,1,1,中楼层,7,87.58,平层,暂无数据,板楼,南 北,钢混结构,简装,一,两,无,2019-08-26,商品房,1999-12-18,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107101686777.html,,
107101668114,近七号线上大路800米，上海大学一路之隔，错层大两房,上大阳光乾泽园,31.317535,121.407938,上大路站,上大,宝山,393,7,41157,2001,2,2,1,2,高楼层,6,95.49,跃层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2019-08-21,商品房,2002-08-06,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101668114.html,,
107101965839,近地铁，婚房精装朝南一房，楼层中区视野棒，诚意卖,中阳小区,31.220765,121.426739,中山公园站,中山公园,长宁,268,2,73225,1987,1,1,1,1,中楼层,6,36.6,平层,暂无数据,板楼,南,砖混结构,精装,一,五,无,2019-11-10,商品房,2018-03-30,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101965839.html,,
107102186891,新城东华婚房2年！绿地独立小户型！电梯房！领包入住,绿地诺丁山(公寓),31.053454,121.193613,暂无信息,松江大学城,松江,183,暂无信息,37616,2010,1,1,1,1,中楼层,10,48.65,平层,暂无数据,板楼,南,钢混结构,精装,一,四,有,2020-02-22,商品房,2016-11-06,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102186891.html,,
107102283406,中间楼层，视野采光好，精装修，户型正气，房东诚售,新宜小区,31.27203,121.443952,暂无信息,甘泉宜川,普陀,188,暂无信息,52691,1984,1,0,1,1,中楼层,6,35.68,平层,暂无数据,板楼,南,砖混结构,精装,一,五,无,2020-03-22,商品房,2016-06-10,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102283406.html,,
107102297000,好房出售，中间位置，好楼层，产权清晰，看中可谈,昌五小区,31.184382,121.52395,东明路站,世博,浦东,196,6,51907,1995,1,1,0,1,高楼层,6,37.76,平层,37.76㎡,板楼,南,砖混结构,精装,一,四,无,2020-03-25,商品房,2012-05-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102297000.html,,
107102376162,近地铁 小面积 低总价 景观楼层  配套完善,桃园小区(嘉定),31.393729,121.251426,暂无信息,嘉定老城,嘉定,107,暂无信息,29814,1984,1,1,1,1,高楼层,6,35.89,平层,暂无数据,板楼,南,砖混结构,简装,一,五,无,2020-04-11,商品房,2017-02-11,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102376162.html,,
107102417072,北滨江14号线地铁口/70年住宅/近滨江公园/只在链家卖,东晶国际公寓,31.246989,121.53785,源深体育中心站,梅园,浦东,562,6,81532,2006,1,2,1,1,低楼层,28,68.93,平层,暂无数据,塔楼,东,钢混结构,精装,两,六,有,2020-04-20,商品房,2013-07-31,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102417072.html,,
107102418423,地铁口 店长推荐好房 不靠马路 两年新装修,新光小区,31.219853,121.409825,娄山关路站,中山公园,长宁,216,2,64768,1988,1,1,1,1,高楼层,5,33.35,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-04-20,商品房,2017-04-18,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102418423.html,,
107102439538,二年前精装修低总价一房，满二年，税费低，交通便利,陆家浜路1382弄,31.216323,121.490136,陆家浜路站,蓬莱公园,黄浦,249,8,92531,1993,1,1,1,1,低楼层,7,26.91,平层,暂无数据,板楼,西,钢混结构,精装,一,五,无,2020-04-25,商品房,2016-03-04,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102439538.html,,
107102448717,地铁口，双轨交，低总价，朝南一室户,瞿溪路937弄,31.206351,121.484684,鲁班路站,五里桥,黄浦,233,4,76419,1986,1,1,1,1,中楼层,6,30.49,平层,暂无数据,板楼,南,砖混结构,简装,一,八,无,2020-04-27,商品房,2000-08-22,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102448717.html,,
